Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Nature],[Observation Status],[Reporting Type],[Units],[Age],[Sex],[Location],[Education level],[Activity],[Freq],[Type of product],[Type of renewable technology],[Mode of transportation],[Name of non-communicable disease],[Type of skill],[Migratory status],[Type of speed],[Quantile],[Level/Status],[Type of occupation]
4.0,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",218.0,Ecuador,2019.0,40.05842,2019.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,PERCENT,,,,PRIMAR,,,,,,,,,,,,
1.0,1.3,1.3.1,SI_COV_BENFTS,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",218.0,Ecuador,2019.0,40.8,2019.0,,,,,ILO estimates based on national sources,,,E,A,G,PERCENT,,BOTHSEX,,,,,,,,,,,,,,
3.0,3.5,3.5.2,SH_ALC_CONSPT,Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol),218.0,Ecuador,2019.0,5.05283,2019.0,,7.7442,2.55858,,WHO Global Information System on Alcohol and Health (GISAH),, ,G,A,G,LTPUREAL,15+,MALE,,,,,,,,,,,,,,
3.0,3.5,3.5.2,SH_ALC_CONSPT,Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol),218.0,Ecuador,2019.0,3.25713,2019.0,,4.9833,1.65134,,WHO Global Information System on Alcohol and Health (GISAH),, ,G,A,G,LTPUREAL,15+,BOTHSEX,,,,,,,,,,,,,,
1.0,1.3,1.3.1,SI_COV_POOR,"[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)",218.0,Ecuador,2019.0,47.4,2019,,,,,ILO estimates based on national sources,,,E,A,G,PERCENT,,BOTHSEX,,,,,,,,,,,,,,
2.0,2.a,2.a.1,AG_XPD_AGSGB,Agriculture share of Government Expenditure (%),218.0,Ecuador,2019.0,0.52,2019.0,,,,,Official data from questionnaires. UNSD national accounts estimates.,,Budgetary Central Government Expenditure,C,A,G,PERCENT,,,,,,,,,,,,,,,,
6.0,6.b,6.b.1,ER_WAT_PART,"Countries with users/communities participating in planning programs in water resources planning and management, by level of participation (3 = High; 2 = Moderate; 1 = Low; 0 = NA)",218.0,Ecuador,2019.0,3.0,2018.0,,,,,"Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",,Observation values: 3 = High level of participation; 2 = Moderate level of participation; 1 = Low level of participation; 0 = Not applicable.,G,A,G,NUMBER,,,,,,,,,,,,,,,,
8.0,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",218.0,Ecuador,2019.0,4.58,2019.0,,,,,"LFS - National Survey on Employment, Unemployment and Underemployment",,Repository: ILO-STATISTICS - Micro data processing,C,A,G,PERCENT,15+,FEMALE,,,,,,,,,,,,,,
7.0,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",218.0,Ecuador,2019.0,0.0,2019.0,,,,2021.0,"DAC Statistics database, 2024, The Organisation for Economic Co-operation and Development (OECD) and IRENA Public Finance Database, 2024, The international Renewable Energy Agency (IRENA)",,"Commitments by recipient country, in million USD at 2021 prices and exchange rates (using donor country deflators). The aggregated figures only include the historical list of developing countries with a few modifications to account for the shifting nature of international public finance.",E,,G,CON_USD_M,,,,,,,,HYDROPOWER,,,,,,,,
7.0,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",218.0,Ecuador,2019.0,0.0,2019.0,,,,2021.0,"DAC Statistics database, 2024, The Organisation for Economic Co-operation and Development (OECD) and IRENA Public Finance Database, 2024, The international Renewable Energy Agency (IRENA)",,"Commitments by recipient country, in million USD at 2021 prices and exchange rates (using donor country deflators). The aggregated figures only include the historical list of developing countries with a few modifications to account for the shifting nature of international public finance.",E,,G,CON_USD_M,,,,,,,,SOLAR,,,,,,,,
11.0,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter (population-weighted), by location (micrograms per cubic meter)",218.0,Ecuador,2019.0,16.90774,2019.0,,,,,WHO,,,E,,G,mgr/m^3,,,URBAN,,,,,,,,,,,,,
11.0,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter (population-weighted), by location (micrograms per cubic meter)",218.0,Ecuador,2019.0,16.13596,2019.0,,,,,WHO,,,E,,G,mgr/m^3,,,TSUB,,,,,,,,,,,,,
10.0,10.b,10.b.1,DC_TRF_TOTL,"Total assistance for development, by recipient countries (millions of current United States dollars)",218.0,Ecuador,2019.0,3571.06907,2019.0,,,,,The Organisation for Economic Co-operation and Development (OECD).,,"Net Disbursements; Based on OECD, DAC database, 2024; Current USD million",C,,G,CU_USD_M,,,,,,,,,,,,,,,,
4.0,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",218.0,Ecuador,2019.0,77.16749,2019.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,PERCENT,,,,UPPSEC,,,,,,,,,,,,
4.0,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",218.0,Ecuador,2019.0,68.01384,2019.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,PERCENT,,,,LOWSEC,,,,,,,,,,,,
4.0,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",218.0,Ecuador,2019.0,71.58077,2019.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,PERCENT,,,,SECOND,,,,,,,,,,,,
15.0,15.4,15.4.1,ER_PTD_MTN,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%),218.0,Ecuador,2019.0,24.95095,2019.0,,24.95095,24.40432,,"BirdLife International, IUCN and UNEP-WCMC (2021). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas and (where available) for Other Effective area-based Conservation Measures and from the World Database on OECMs (www.protectedplanet.net)",,,C,A,G,PERCENT,,,,,,,,,,,,,,,,
3.0,3.4,3.4.2,SH_STA_SCIDE,"Suicide mortality rate, by sex (deaths per 100,000 population)",218.0,Ecuador,2019.0,3.6,2019.0,,5.1,2.5,,"Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020",,,E,,G,PER_100000_POP,,FEMALE,,,,,,,,,,,,,,
3.0,3.4,3.4.2,SH_STA_SCIDE,"Suicide mortality rate, by sex (deaths per 100,000 population)",218.0,Ecuador,2019.0,11.6,2019.0,,16.6,5.9,,"Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020",,,E,,G,PER_100000_POP,,MALE,,,,,,,,,,,,,,
3.0,3.4,3.4.2,SH_STA_SCIDE,"Suicide mortality rate, by sex (deaths per 100,000 population)",218.0,Ecuador,2019.0,7.6,2019.0,,10.8,4.2,,"Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020",,,E,,G,PER_100000_POP,,BOTHSEX,,,,,,,,,,,,,,
7.0,7.3,7.3.1,EG_EGY_PRIM,Energy intensity level of primary energy (megajoules per constant 2017 purchasing power parity GDP),218.0,Ecuador,2019.0,3.27,2019.0,,,,2017.0,"IEA (2023), World Energy Balances",,,E,,G,MJ_PER_GDP_CON_PPP_USD,,,,,,,,,,,,,,,,
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),218.0,Ecuador,2019.0,845.83,2019.0,,,,2015.0,"UNIDO National Accounts Database. 
                        Available at https://stat.unido.org",,,CA,A,G,CON_USD,,,,,ISIC4_C,,,,,,,,,,,
9.0,9.a,9.a.1,DC_TOF_INFRAL,"Total official flows for infrastructure, by recipient countries (millions of constant 2022 United States dollars)",218.0,Ecuador,2019.0,855.12411,2019.0,,,,2022.0,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements; Based on OECD, CRS databased, 2024; Constant 2022 USD million",C,,G,CON_USD_M,,,,,,,,,,,,,,,,
7.0,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",218.0,Ecuador,2019.0,0.0,2019.0,,,,2021.0,"DAC Statistics database, 2024, The Organisation for Economic Co-operation and Development (OECD) and IRENA Public Finance Database, 2024, The international Renewable Energy Agency (IRENA)",,"Commitments by recipient country, in million USD at 2021 prices and exchange rates (using donor country deflators). The aggregated figures only include the historical list of developing countries with a few modifications to account for the shifting nature of international public finance.",E,,G,CON_USD_M,,,,,,,,MARINE,,,,,,,,
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2019.0,99.8,2019.0,,,,,World Bank,,,C,,G,PERCENT,,,URBAN,,,,,,,,,,,,,
6.0,6.b,6.b.1,ER_H2O_RURP,"Countries with users/communities participating in planning programs in rural drinking-water supply, by level of participation (3 = High; 2 = Moderate; 1 = Low; 0 = NA)",218.0,Ecuador,2019.0,2.0,2018.0,,,,,"Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",,Observation values: 3 = High level of participation; 2 = Moderate level of participation; 1 = Low level of participation; 0 = Not applicable.,G,A,G,NUMBER,,,RURAL,,,,,,,,,,,,,
10.0,10.5,10.5.1,FI_FSI_FSKA,Regulatory capital to assets (%),218.0,Ecuador,2019.0,11.9147627822343,2019.0,,,,,IMF,,,C,A,G,PERCENT,,,,,,,,,,,,,,,,
2.0,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),218.0,Ecuador,2019.0,23.2,2019.0,,25.3,21.3,,"Source: Joint Child Malnutrition Estimates (2023 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,,M,A,G,PER_POP_U5,<5Y,,,,,,,,,,,,,,,
1.0,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),218.0,Ecuador,2019.0,3.48223,2019.0,,,,2017.0,"Poverty and Inequality Portal, World Bank",,"Accessed March 26, 2024. Survey name: ENEMDU. Uses an income aggregate.",G,,G,PERCENT,ALLAGE,FEMALE,ALLAREA,,,,,,,,,,,,,
1.0,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),218.0,Ecuador,2019.0,3.68924,2019.0,,,,2017.0,"Poverty and Inequality Portal, World Bank",,"Accessed March 26, 2024. Survey name: ENEMDU. Uses an income aggregate.",G,,G,PERCENT,ALLAGE,MALE,ALLAREA,,,,,,,,,,,,,
17.0,17.19,17.19.1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),218.0,Ecuador,2019.0,1.375045,2019.0,,,,,2022 Partner Report on Support to Statistics (PRESS),,Sum of country-specific and unallocated disbursements received by all countries,G,,G,CU_USD,,,,,,,,,,,,,,,,
1.0,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),218.0,Ecuador,2019.0,3.6,2019.0,,,,2017.0,"Poverty and Inequality Portal, World Bank",,"Accessed March 26, 2024. Based on data from ENEMDU. Estimated from unit-record income data. ",G,,G,PERCENT,ALLAGE,BOTHSEX,ALLAREA,,,,,,,,,,,,,
3.0,3.4,3.4.1,SH_DTH_NCOM,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)",218.0,Ecuador,2019.0,11.8,2019.0,,16.7,8.0,,"Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020",,,E,,G,PERCENT,30-70,MALE,,,,,,,,,,,,,,
3.0,3.4,3.4.1,SH_DTH_NCOM,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)",218.0,Ecuador,2019.0,10.3,2019.0,,14.5,7.0,,"Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020",,,E,,G,PERCENT,30-70,FEMALE,,,,,,,,,,,,,,
3.0,3.4,3.4.1,SH_DTH_NCOM,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)",218.0,Ecuador,2019.0,11.0,2019.0,,15.6,7.5,,"Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020",,,E,,G,PERCENT,30-70,BOTHSEX,,,,,,,,,,,,,,
16.0,16.3,16.3.2,VC_PRS_UNSNT,Unsentenced detainees as a proportion of overall prison population (%),218.0,Ecuador,2019.0,36.83,2019.0,,,,,UNODC calculations based on national data,,,C,,G,PERCENT,,MALE,,,,,,,,,,,,,,
1.0,1.4,1.4.1,SP_ACS_BSRVH2O,"Proportion of population using basic drinking water services, by location (%)",218.0,Ecuador,2019.0,95.01122,2019.0,,,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,E,,G,PERCENT,,,ALLAREA,,,,,,,,,,,,,
16.0,16.6,16.6.1,GF_XPD_GBPC,Primary government expenditures as a proportion of original approved budget (%),218.0,Ecuador,2019.0,98.2156,2019.0,,,,,Public Expenditure and Financial Accountability (PEFA). Ministry of Finance (MoF).,,"data provided by WB Economists, MOF fiscal transparency site . (https://www.finanzas.gob.ec/ejecucion-presupuestaria/; ).",C,,G,PERCENT,,,,,,,,,,,,,,,,
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2019.0,97.8,2019.0,,,,,World Bank,,,M,,G,PERCENT,,,RURAL,,,,,,,,,,,,,
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2019.0,99.1,2019.0,,,,,World Bank,,,C,,G,PERCENT,,,ALLAREA,,,,,,,,,,,,,
3.0,3.7,3.7.2,SP_DYN_ADKL,"Adolescent birth rate (per 1,000 women aged 15-19 and 10-14 years)",218.0,Ecuador,2019.0,2.42,2019.0,,,,,Registration National Statistics & WPP2022,,,CA,,G,PER_1000_POP,10-14,FEMALE,,,,,,,,,,,,,,
3.0,3.2,3.2.1,SH_DYN_MORTN,Under-five deaths (number),218.0,Ecuador,2019.0,4032.0,2019.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,NUMBER,<5Y,BOTHSEX,,,,,,,,,,,,,,
17.0,17.1,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",218.0,Ecuador,2019.0,10.0,2019.0,,,,,"Market Access Map data, International Trade Centre (ITC)",,,C,,G,PERCENT,,,,,,,OIL,,,,,,,,,
17.0,17.1,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",218.0,Ecuador,2019.0,28.68932,2019.0,,,,,"Market Access Map data, International Trade Centre (ITC)",,,C,,G,PERCENT,,,,,,,ARM,,,,,,,,,
2.0,2.a,2.a.1,AG_PRD_ORTIND,Agriculture orientation index for government expenditures,218.0,Ecuador,2019.0,0.06,2019.0,,,,,Official data from questionnaires. UNSD national accounts estimates.,,Budgetary Central Government Expenditure,C,A,G,INDEX,,,,,,,,,,,,,,,,
16.0,16.3,16.3.2,VC_PRS_UNSNT,Unsentenced detainees as a proportion of overall prison population (%),218.0,Ecuador,2019.0,36.89,2019.0,,,,,UNODC calculations based on national data,,,C,,G,PERCENT,,BOTHSEX,,,,,,,,,,,,,,
16.0,16.2,16.2.2,VC_HTF_DETV,"Detected victims of human trafficking, by age and sex (number)",218.0,Ecuador,2019.0,,2019.0,,,,,GLOTIP Database,,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,,,G,NUMBER,<18Y,FEMALE,,,,,,,,,,,,,,
16.0,16.2,16.2.2,VC_HTF_DETV,"Detected victims of human trafficking, by age and sex (number)",218.0,Ecuador,2019.0,60.0,2019.0,,,,,GLOTIP Database,,Data in reference to one country but derived from different types of sources should not be compared between them.,C,,G,NUMBER,18+,BOTHSEX,,,,,,,,,,,,,,
1.0,1.3,1.3.1,SI_COV_LMKT,[World Bank] Proportion of population covered by labour market programs (%),218.0,Ecuador,2019.0,1.26997,2019.0,,,,,"ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/)",,,CA,,G,PERCENT,,,,,,,,,,,,,,Q1,,
3.0,3.2,3.2.1,SH_DYN_MORTN,Under-five deaths (number),218.0,Ecuador,2019.0,2285.0,2019.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,NUMBER,<5Y,MALE,,,,,,,,,,,,,,
3.0,3.2,3.2.1,SH_DYN_MORTN,Under-five deaths (number),218.0,Ecuador,2019.0,1747.0,2019.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,NUMBER,<5Y,FEMALE,,,,,,,,,,,,,,
1.0,1.4,1.4.1,SP_ACS_BSRVH2O,"Proportion of population using basic drinking water services, by location (%)",218.0,Ecuador,2019.0,86.14767,2019.0,,,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,E,,G,PERCENT,,,RURAL,,,,,,,,,,,,,
1.0,1.4,1.4.1,SP_ACS_BSRVH2O,"Proportion of population using basic drinking water services, by location (%)",218.0,Ecuador,2019.0,100.0,2019.0,,,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,E,,G,PERCENT,,,URBAN,,,,,,,,,,,,,
12.0,12.4,12.4.2,EN_HAZ_GENGDP,"Hazardous waste generated, per unit of GDP (kilograms per constant 2015 United States dollars)",218.0,Ecuador,2019.0,0.00015,2019.0,,,,2015.0,Instituto Nacional de EstadÃ­stica y Censos (INEC),,Hazardous Sanitary Waste produced in health establishments.,C,A,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,
8.0,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),218.0,Ecuador,2019.0,2.28,2019.0,,,,,Ministry of Tourism (MINTUR) - Tourism Satellite Account,,Revised data.,C,,G,PERCENT,,,,,,,,,,,,,,,,
3.0,3.7,3.7.2,SP_DYN_ADKL,"Adolescent birth rate (per 1,000 women aged 15-19 and 10-14 years)",218.0,Ecuador,2019.0,66.7,2019.0,,,,,Registration National Statistics & WPP2022,,,CA,,G,PER_1000_POP,15-19,FEMALE,,,,,,,,,,,,,,
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),218.0,Ecuador,2019.0,1.99734578768598,2019.0,,,,,IMF,,,C,A,G,PERCENT,,,,,,,,,,,,,,,,
1.0,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",218.0,Ecuador,2019.0,7.96,2019.0,,,,,"ILO modelled estimates, Nov. 2023",,,M,A,G,PERCENT,15-24,FEMALE,,,,,,,,,,,,,,
6.0,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",218.0,Ecuador,2019.0,32.54346,2019.0,,,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,E,,G,PERCENT,,,URBAN,,,,,,,,,,,,,
6.0,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",218.0,Ecuador,2019.0,58.52547,2019.0,,,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,E,,G,PERCENT,,,RURAL,,,,,,,,,,,,,
6.0,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",218.0,Ecuador,2019.0,41.90062,2019.0,,,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,E,,G,PERCENT,,,ALLAREA,,,,,,,,,,,,,
9.0,9.c,9.c.1,IT_MOB_2GNTWK,Proportion of population covered by at least a 2G mobile network (%),218.0,Ecuador,2019.0,95.5,2019.0,,,,,Agencia de Regulación y Control de las Telecomunicaciones,,,C,,G,PERCENT,,,,,,,,,,,,,,,,
16.0,16.2,16.2.2,VC_HTF_DETV,"Detected victims of human trafficking, by age and sex (number)",218.0,Ecuador,2019.0,27.0,2019.0,,,,,GLOTIP Database,,Data in reference to one country but derived from different types of sources should not be compared between them.,C,,G,NUMBER,18+,FEMALE,,,,,,,,,,,,,,
16.0,16.2,16.2.2,VC_HTF_DETV,"Detected victims of human trafficking, by age and sex (number)",218.0,Ecuador,2019.0,27.0,2019.0,,,,,GLOTIP Database,,Data in reference to one country but derived from different types of sources should not be compared between them.,C,,G,NUMBER,ALLAGE,FEMALE,,,,,,,,,,,,,,
5.0,5.a,5.a.2,SG_LGL_LNDFEMOD,Degree to which the legal framework (including customary law) guarantees women’s equal rights to land ownership and/or control (1=No evidence to 6=Highest levels of guarantees),218.0,Ecuador,2019.0,,2019.0,,,,,,,NaN = A figure was not provided,,O,G,SCORE,,,,,,,,,,,,,,,,
1.0,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",218.0,Ecuador,2019.0,4.07,2019.0,,,,,"ILO modelled estimates, Nov. 2023",,,M,A,G,PERCENT,15+,BOTHSEX,,,,,,,,,,,,,,
17.0,17.12,17.12.1,TM_TAX_DPRF,"Average tariff applied by developed countries, preferential status, by type of product (%)",218.0,Ecuador,2019.0,0.72416,2019.0,,,,,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",,,C,,G,PERCENT,,,,,,,ARM,,,,,,,,,
6.0,6.6,6.6.1,EN_LKRV_PWAP,Lakes and rivers permanent water area (% of total land area),218.0,Ecuador,2019.0,0.0067,2014-2018,,,,,Global Surface Water Explorer extraction for UN Environment Programme,,,E,A,G,PERCENT,,,,,,,,,,,,,,,,
6.0,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),218.0,Ecuador,2019.0,5.52,2018-2022,,,,,Food and Agriculture Organisation of United Nations (FAO),,,G,A,G,PERCENT,,,,,ISIC4_A01_A0210_A0322,,,,,,,,,,,
6.0,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),218.0,Ecuador,2019.0,0.88,2018-2022,,,,,Food and Agriculture Organisation of United Nations (FAO),,,G,A,G,PERCENT,,,,,ISIC4_GTT,,,,,,,,,,,
6.0,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",218.0,Ecuador,2019.0,74.65207,2019.0,,,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,E,,G,PERCENT,,,URBAN,,,,,,,,,,,,,
6.0,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",218.0,Ecuador,2019.0,52.32127,2019.0,,,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,E,,G,PERCENT,,,RURAL,,,,,,,,,,,,,
7.0,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",218.0,Ecuador,2019.0,0.0,2019.0,,,,2021.0,"DAC Statistics database, 2024, The Organisation for Economic Co-operation and Development (OECD) and IRENA Public Finance Database, 2024, The international Renewable Energy Agency (IRENA)",,"Commitments by recipient country, in million USD at 2021 prices and exchange rates (using donor country deflators). The aggregated figures only include the historical list of developing countries with a few modifications to account for the shifting nature of international public finance.",E,,G,CON_USD_M,,,,,,,,BIOENERGY,,,,,,,,
7.0,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",218.0,Ecuador,2019.0,0.0,2019.0,,,,2021.0,"DAC Statistics database, 2024, The Organisation for Economic Co-operation and Development (OECD) and IRENA Public Finance Database, 2024, The international Renewable Energy Agency (IRENA)",,"Commitments by recipient country, in million USD at 2021 prices and exchange rates (using donor country deflators). The aggregated figures only include the historical list of developing countries with a few modifications to account for the shifting nature of international public finance.",E,,G,CON_USD_M,,,,,,,,GEOTHERMAL,,,,,,,,
8.0,8.a,8.a.1,DC_TOF_TRDCML,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2022 United States dollars)",218.0,Ecuador,2019.0,71.01748,2019,,,,2022.0,The Organisation for Economic Co-operation and Development (OECD).,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",C,,G,CON_USD_M,,,,,,,,,,,,,,,,
1.0,1.3,1.3.1,SI_COV_CHLD,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",218.0,Ecuador,2019.0,15.2,2019.0,,,,,ILO estimates based on national sources,,,E,A,G,PERCENT,<15Y,BOTHSEX,,,,,,,,,,,,,,
1.0,1.3,1.3.1,SI_COV_CHLD,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",218.0,Ecuador,2019.0,15.2,2019.0,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,E,A,G,PERCENT,ALLAGE,BOTHSEX,,,,,,,,,,,,,,
9.0,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech manufacturing value added in total value added (%),218.0,Ecuador,2019.0,15.7,2019.0,,,,,UNIDO INDSTAT Database. Available at https://stat.unido.org,,,CA,A,G,PERCENT,,,,,ISIC4_C,,,,,,,,,,,
3.0,3.8,3.8.1,SH_ACS_UNHC,Universal health coverage (UHC) service coverage index,218.0,Ecuador,2019.0,79.0,2019.0,,,,,"WHO Global Health Observatory (GHO), May 2023 update",,,E,,G,INDEX,,,,,,,,,,,,,,,,
9.0,9.c,9.c.1,IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),218.0,Ecuador,2019.0,94.28,2019.0,,,,,Agencia de Regulación y Control de las Telecomunicaciones,,,C,,G,PERCENT,,,,,,,,,,,,,,,,
1.0,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),218.0,Ecuador,2019.0,5.49466,2019.0,,,,2017.0,"Poverty and Inequality Portal, World Bank",,"Accessed March 26, 2024. Survey name: ENEMDU. Uses an income aggregate.",G,,G,PERCENT,<15Y,BOTHSEX,ALLAREA,,,,,,,,,,,,,
1.0,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),218.0,Ecuador,2019.0,2.99718,2019.0,,,,2017.0,"Poverty and Inequality Portal, World Bank",,"Accessed March 26, 2024. Survey name: ENEMDU. Uses an income aggregate.",G,,G,PERCENT,15-64,BOTHSEX,ALLAREA,,,,,,,,,,,,,
